Name,R_Gal,e_Rm,e_Rp,Te,e_Te
G019.728-00.113,5.006137481547259,0.3256213849245624,0.32051884143711895,5813.0,629.0
G020.363-00.014,4.90721244830673,0.3200531279633543,0.3279474224878838,6150.0,367.0
G020.728-00.105,4.999583520745981,0.3208234223473001,0.33940571228490946,5590.0,90.0
G021.603-00.169,8.931753108460939,0.47549318248795736,0.48080393094571683,7959.0,1399.0
G023.423-00.216,3.8110423305578567,0.429126384068387,0.6712058225007898,6500.0,55.0
G023.661-00.252,4.781958472221095,0.2935865198225054,0.31872913820938287,5583.0,318.0
G023.713+00.175,3.3000377271876333,0.00259616793959605,0.008526138357709545,6840.0,110.0
G024.456+00.489,3.3968058394380543,0.003856653351378636,0.013655257927938091,6370.0,80.0
G024.844+00.093,3.445458101425556,0.0032840866489443066,0.011845170520257131,5860.0,90.0
G025.382-00.151,5.102349580031678,0.22424865810575945,0.24633331659607016,7460.0,70.0
G025.397+00.033,9.655863307304614,0.519130184464764,0.5141782954984535,7893.0,142.0
G025.398+00.562,7.5698692593865875,0.33513706372943197,0.34859100735656945,7610.0,177.0
G025.401+00.021,9.284780305928058,0.4727916969895496,0.4762222423465108,7871.0,438.0
G025.867+00.118,3.5807562102110158,0.003347307495556784,0.009351355665680572,6120.0,100.0
G027.562+00.084,4.479238300199055,0.25640889722392046,0.313843707351146,5765.0,261.0
G028.320+01.243,12.809072394659845,1.0195698391853423,1.020067007043954,14189.0,2932.0
G028.451+00.001,8.939104219796809,0.4292066002487491,0.44131685901382056,7576.0,629.0
G028.581+00.145,9.479112894196557,0.5163715477298982,0.5105242147894113,7490.0,837.0
G028.746+03.458,8.58530129228402,0.3927829438105803,0.39489794029527303,8399.0,73.0
G029.770+00.219,11.114781668407453,0.7241588360264011,0.6947560832555286,8465.0,755.0
G029.956-00.020,4.541427430087709,0.20654213269587007,0.26356116197986257,6510.0,90.0
G030.211+00.428,9.335549761052766,0.46242567038692783,0.47454799400575887,8355.0,1446.0
G031.268+00.478,8.83437870773263,0.3995154206786484,0.4176575103246858,8690.0,462.0
G031.580+00.074,4.8789054264794185,0.30604407615629725,0.37823484543388286,5769.0,992.0
G032.030+00.048,4.703642006989268,0.08024974093228732,0.08912384899344694,5720.0,519.0
G032.272-00.226,7.098100587836284,0.29644569109262164,0.29153213766946706,8207.0,200.0
G032.733+00.209,7.4462726001699755,0.29570835140547747,0.2990540748103827,5856.0,156.0
G032.800+00.190,7.560007694445962,0.31310858820906073,0.3068311298005231,8625.0,49.0
G032.870-00.427,6.053325762266192,0.2634660964205411,0.27092317499031005,6074.0,176.0
G032.928+00.606,11.663271228511462,0.7792928872509997,0.8014134125609598,8641.0,244.0
G032.982-00.338,6.015251143157003,0.24804571420467703,0.26836082767822855,6411.0,207.0
G034.041+00.052,6.559021350481665,0.2705022110842137,0.2742770855983272,5809.0,591.0
G034.133+00.471,6.6225559218157075,0.2539872603989819,0.25875951765338456,6858.0,96.0
G034.256+00.136,5.785122618590922,0.1982009709059689,0.2064486792621203,8084.0,55.0
G034.686+00.068,6.047907018378321,0.2508101105864098,0.25211299237552964,6876.0,418.0
G035.126-00.755,6.497241875024882,0.19616519152195622,0.20199536112958238,6793.0,193.0
G035.197-01.756,5.8834426618054145,0.2778102497442001,0.30370888097236204,8603.0,40.0
G035.948-00.149,5.944881303846072,0.2037489614336181,0.21639704426277095,6148.0,1143.0
G037.754+00.560,7.452325878273555,0.2626970731883027,0.27637694642475896,7163.0,246.0
G038.550+00.163,7.06402819928005,0.24992272213760724,0.26603455521812425,7019.0,299.0
G038.643-00.227,5.1217505550482905,0.0013102135534515114,0.004342702762711426,7992.0,1725.0
G038.652+00.087,11.463889302277723,0.7233087354841405,0.7317813847518728,9428.0,245.0
G038.840+00.495,11.5602828921188,0.7499921553562139,0.7629187427746942,9919.0,1792.0
G038.875+00.308,9.241848066643382,0.41671867299143983,0.42808199972937366,7719.0,107.0
G039.196+00.224,9.704685542262487,0.49347998176746977,0.49544888982843993,8853.0,658.0
G039.728-00.396,5.977291730479266,0.21472813397360024,0.2505560568562819,8503.0,255.0
G039.864+00.645,11.49825261716756,0.69786174207794,0.7052722099201052,8606.0,707.0
G040.503+02.537,7.187658309853641,0.20629377847774943,0.20309354454304884,8223.0,55.0
G043.146+00.013,7.930112553821471,0.29689629858427047,0.3065107056078462,6942.0,48.0
G043.165-00.031,7.560761292181024,0.5548316472682142,0.6373649701380959,8648.0,144.0
G043.168+00.019,7.487884612380387,0.542145626976807,0.617115810572173,6282.0,92.0
G043.170-00.004,7.601839605603361,0.5769635895391438,0.6386413130515614,7876.0,35.0
G043.432+00.516,8.968922463728605,0.40530915659759614,0.41458305288570685,8119.0,1883.0
G043.818+00.395,8.761914909021923,0.36288687371847317,0.3850304720858091,7806.0,750.0
G043.968+00.993,9.80240058527293,0.47457454910450103,0.4806787523379299,7255.0,647.0
G044.418+00.535,12.472344775234443,0.8633935462755158,0.8626631621001444,8492.0,299.0
G044.501+00.332,11.130352948662804,0.6610707102395317,0.6836249200139441,9044.0,694.0
G045.197+00.740,10.484851777201808,0.5626131530929719,0.5733215827738452,10841.0,245.0
G045.453+00.044,6.301638150770432,0.3575044503678937,0.5546636717119808,8026.0,63.0
G046.495-00.241,5.947963797526438,0.000710137195160776,0.0023221910477451146,4860.0,80.0
G048.719+01.147,9.700608367500225,0.4644668407391439,0.4659155307662548,7606.0,900.0
G048.922-00.285,6.1825878209322855,0.001838280869686848,0.006898941858413998,8440.0,60.0
G049.002-00.303,6.189479193224417,0.0016111198247665826,0.0058879329906691424,8170.0,50.0
G049.201-00.365,6.207764394689033,0.001417307859263417,0.005101696412974199,9070.0,70.0
G049.384-00.298,6.225304148780375,0.000741501501191344,0.0023079146405624584,8585.0,65.0
G049.399-00.490,6.2262075110720305,0.003208617140843195,0.012084000963840325,6675.0,151.0
G052.098+01.042,6.644035773162232,0.15179254266430853,0.319380008883571,7725.0,134.0
G052.232+00.735,8.467784615417562,0.3141640635483469,0.3371804731138237,8258.0,841.0
G052.766+00.333,7.805791220574464,0.23922906461521443,0.2592691299872687,8970.0,186.0
G055.114+02.422,13.267524580174687,0.9776202261957696,0.9841045357229614,11357.0,409.0
G059.796+00.241,8.484337170994605,0.2949242534706773,0.33428157858889485,9068.0,120.0
G060.592+01.572,10.811825287194427,0.5908414892951033,0.6146839771905324,9883.0,922.0
G060.881-00.135,7.163915958509797,0.0003820554104594365,0.001265890728351593,7463.0,77.0
G061.473+00.094,7.204837313444475,0.0003755467826742631,0.0012187735212894069,8857.0,43.0
G061.720+00.863,12.39626452993053,0.8374045406371291,0.8603424494338103,9170.0,1282.0
G062.577+02.389,12.529153862666414,0.8224598781682122,0.8622037419404798,10626.0,1470.0
G063.164+00.449,7.317167440734086,0.0002817925397584631,0.0009035964226216109,7760.0,90.0
G064.130-00.475,7.37863449285356,0.0003023056820312675,0.0009445690956519925,8452.0,58.0
G068.144+00.915,11.686037661330083,0.6959770670031755,0.7237619903154435,10834.0,207.0
G069.922+01.511,11.653860728610324,0.7021854664048348,0.7217903473883691,9703.0,50.0
G070.280+01.583,9.282027756537426,0.3660689893822049,0.4112630804444457,8214.0,109.0
G070.293+01.599,9.305818847414907,0.3653647968342426,0.39795952839384086,10297.0,121.0
G070.304+01.595,8.985836112352464,0.3226665095115422,0.36797055060199746,8211.0,182.0
G070.329+01.589,8.983470967073503,0.33064856374608453,0.3704758354856139,8244.0,170.0
G070.765+01.820,12.631432045388282,0.8309253792759836,0.890663172260096,8412.0,1317.0
G071.150+00.397,8.690077966700036,0.2786689690725872,0.3396425504196632,7551.0,147.0
G073.878+01.023,10.421975060258967,0.5206197744608225,0.5603243333712324,8177.0,545.0
G074.155+01.646,9.58378057055106,0.40529745819872964,0.44609655913622603,6327.0,980.0
G074.753+00.912,10.480657829300204,0.5199721061516414,0.5576646578091697,7386.0,592.0
G075.768+00.344,8.083919271494116,0.045321546003156854,0.055365729873036784,7743.0,57.0
G075.842+00.404,8.135855204168589,0.08281792081926476,0.10588439269885086,8363.0,32.0
G076.155-00.286,9.491866903459345,0.36077186506503267,0.40113958536660554,9498.0,119.0
G076.384-00.621,7.996060187387848,0.0072393197008873145,0.008137825240153163,11245.0,92.0
G078.032+00.606,8.024042741333682,0.0015177741006748846,0.002287999977863109,8567.0,86.0
G078.147+01.820,8.027213060694123,0.0013665912354063892,0.002265478501957574,8596.0,107.0
G078.886+00.709,8.229995156089533,0.05498353339848805,0.06253867101054134,6530.0,260.0
G079.270+02.488,8.056958216875678,0.00020684239453139242,0.0007430966226475988,7977.0,222.0
G079.293+01.296,9.86792799448161,0.4429818437015758,0.500767112408953,8693.0,86.0
G080.350+00.718,11.328109423075125,0.654827322113988,0.6847192810088032,10250.0,155.0
G080.362+01.212,8.08810633228573,0.0018105295434462931,0.002502333697943726,7921.0,294.0
G080.938-00.129,8.100113065190445,0.0015692026850011587,0.0023837495839256206,8853.0,62.0
